contrast,domain,task,representation,family,step,reference_step,reference_task,reference_representation,probe,reference_probe,reference_rmse,candidate_rmse,change_percent,ci95_lower_percent,ci95_upper_percent,roots,observations,roots_improved
encoder_training,paired_relaxed,observed_to_observed,exported,angular,10000,0,observed_to_observed,exported,ridge,ridge,0.9571263283735664,0.9500591153035288,-0.7383782955847407,-1.2231857515385969,-0.23756865367809799,15,960,11
export_vs_pooled,paired_relaxed,observed_to_observed,exported,angular,10000,10000,observed_to_observed,pooled,ridge,ridge,0.9467705129321956,0.9500591153035288,0.3473494713252423,0.04177217865602767,0.6643520217500687,15,960,6
encoder_training,paired_relaxed,observed_to_observed,exported,angular,10000,0,observed_to_observed,exported,residual,residual,0.9571180081416385,0.9497110051927461,-0.7738860710889806,-1.2729762711142114,-0.258393659227653,15,960,12
export_vs_pooled,paired_relaxed,observed_to_observed,exported,angular,10000,10000,observed_to_observed,pooled,residual,residual,0.9463341976211436,0.9497110051927461,0.35683034387756773,0.07258485054510712,0.662026118666944,15,960,5
residual_vs_ridge,paired_relaxed,observed_to_observed,exported,angular,10000,10000,observed_to_observed,exported,residual,ridge,0.9500591153035288,0.9497110051927461,-0.036640889516803554,-0.09981371992560079,0.032238674164190004,15,960,9
encoder_training,paired_relaxed,observed_to_observed,exported,radial,10000,0,observed_to_observed,exported,ridge,ridge,0.2740970366285261,0.3311122175373702,20.80109351423407,18.0746300688441,23.6127109650786,15,960,0
export_vs_pooled,paired_relaxed,observed_to_observed,exported,radial,10000,10000,observed_to_observed,pooled,ridge,ridge,0.2922373478236172,0.3311122175373702,13.30249880902159,10.993167152795701,15.889494527560311,15,960,0
encoder_training,paired_relaxed,observed_to_observed,exported,radial,10000,0,observed_to_observed,exported,residual,residual,0.27426817883920784,0.33113206962187974,20.732952332763645,18.061610560557973,23.522452616787827,15,960,0
export_vs_pooled,paired_relaxed,observed_to_observed,exported,radial,10000,10000,observed_to_observed,pooled,residual,residual,0.2885776999914531,0.33113206962187974,14.74624325846625,12.38360737667823,17.289943826756563,15,960,0
residual_vs_ridge,paired_relaxed,observed_to_observed,exported,radial,10000,10000,observed_to_observed,exported,residual,ridge,0.3311122175373702,0.33113206962187974,0.005995575958261945,-0.047321680065287586,0.05502714394538197,15,960,7
encoder_training,paired_relaxed,observed_to_observed,exported,rich,10000,0,observed_to_observed,exported,ridge,ridge,0.6007226767060732,0.6121876793253326,1.9085350135482182,1.5037107669203298,2.2887538822381104,15,960,1
export_vs_pooled,paired_relaxed,observed_to_observed,exported,rich,10000,10000,observed_to_observed,pooled,ridge,ridge,0.6014064356221741,0.6121876793253326,1.792671821345726,1.5241203345473953,2.077771753633414,15,960,0
encoder_training,paired_relaxed,observed_to_observed,exported,rich,10000,0,observed_to_observed,exported,residual,residual,0.6007226767060732,0.6122839470097683,1.924560325754432,1.520110679006091,2.308817610884035,15,960,1
export_vs_pooled,paired_relaxed,observed_to_observed,exported,rich,10000,10000,observed_to_observed,pooled,residual,residual,0.6004296085919116,0.6122839470097683,1.9743094358149138,1.6629026069115094,2.3088226485533188,15,960,0
residual_vs_ridge,paired_relaxed,observed_to_observed,exported,rich,10000,10000,observed_to_observed,exported,residual,ridge,0.6121876793253326,0.6122839470097683,0.015725191421989138,0.0020541711465849044,0.030876836534662326,15,960,5
encoder_training,paired_relaxed,observed_to_observed,pooled,angular,10000,0,observed_to_observed,pooled,ridge,ridge,0.9531179411733086,0.9467705129321956,-0.6659646164355215,-1.1749699351110023,-0.1806134241073217,15,960,10
encoder_training,paired_relaxed,observed_to_observed,pooled,angular,10000,0,observed_to_observed,pooled,residual,residual,0.9556094949036564,0.9463341976211436,-0.9706158563700718,-1.4706639757595539,-0.4685102641133472,15,960,13
residual_vs_ridge,paired_relaxed,observed_to_observed,pooled,angular,10000,10000,observed_to_observed,pooled,residual,ridge,0.9467705129321956,0.9463341976211436,-0.04608459020346567,-0.40718952435904177,0.3063230301912683,15,960,6
encoder_training,paired_relaxed,observed_to_observed,pooled,radial,10000,0,observed_to_observed,pooled,ridge,ridge,0.2786361096360221,0.2922373478236172,4.881362363751851,2.8057323016265503,6.935486668354455,15,960,2
encoder_training,paired_relaxed,observed_to_observed,pooled,radial,10000,0,observed_to_observed,pooled,residual,residual,0.2734721668132028,0.2885776999914531,5.523608985249395,3.56081990164427,7.4161202259951375,15,960,2
residual_vs_ridge,paired_relaxed,observed_to_observed,pooled,radial,10000,10000,observed_to_observed,pooled,residual,ridge,0.2922373478236172,0.2885776999914531,-1.252286150082682,-1.5149499210482162,-0.9945215476329938,15,960,15
encoder_training,paired_relaxed,observed_to_observed,pooled,rich,10000,0,observed_to_observed,pooled,ridge,ridge,0.6009391475578767,0.6014064356221741,0.07775963110348005,-0.3569481248557632,0.47466683312749475,15,960,7
encoder_training,paired_relaxed,observed_to_observed,pooled,rich,10000,0,observed_to_observed,pooled,residual,residual,0.6017426045954187,0.6004296085919116,-0.21819894311619903,-0.6368743754772932,0.19976415856555121,15,960,9
residual_vs_ridge,paired_relaxed,observed_to_observed,pooled,rich,10000,10000,observed_to_observed,pooled,residual,ridge,0.6014064356221741,0.6004296085919116,-0.16242377407417186,-0.23885368860725675,-0.0864234900824243,15,960,13
encoder_training,paired_relaxed,observed_to_relaxed,exported,angular,10000,0,observed_to_relaxed,exported,ridge,ridge,0.9085298776387862,0.9114648693621903,0.32304845395199067,-0.28386751896120055,0.9217538613204183,15,960,6
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,angular,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.9100841929341335,0.9114648693621903,0.15170864836202558,-0.6207811585390007,0.9035922225567816,15,960,6
encoder_training,paired_relaxed,observed_to_relaxed,exported,angular,10000,0,observed_to_relaxed,exported,residual,residual,0.9104778815194873,0.912230539022473,0.19249863599768435,-0.34605662743470017,0.7262230789770401,15,960,7
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,angular,10000,10000,observed_to_relaxed,pooled,residual,residual,0.9132796201268522,0.912230539022473,-0.11486965013337569,-0.7512163585501394,0.4572246816701773,15,960,8
residual_vs_ridge,paired_relaxed,observed_to_relaxed,exported,angular,10000,10000,observed_to_relaxed,exported,residual,ridge,0.9114648693621903,0.912230539022473,0.08400429747976723,0.014234229520503905,0.1514026265337748,15,960,5
encoder_training,paired_relaxed,observed_to_relaxed,exported,radial,10000,0,observed_to_relaxed,exported,ridge,ridge,0.7273087619306708,0.7296926861636057,0.3277733416282125,-0.3575186176597575,1.0376869333927674,15,960,6
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,radial,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.7180135102104772,0.7296926861636057,1.6265955705631274,1.062842604309775,2.2318825655665875,15,960,2
encoder_training,paired_relaxed,observed_to_relaxed,exported,radial,10000,0,observed_to_relaxed,exported,residual,residual,0.7273087619306708,0.7296029668843804,0.31543755194416434,-0.37663967124407227,1.033427818261357,15,960,7
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,radial,10000,10000,observed_to_relaxed,pooled,residual,residual,0.7180135102104772,0.7296029668843804,1.6141000843432396,1.0666518152116244,2.209623616857569,15,960,3
residual_vs_ridge,paired_relaxed,observed_to_relaxed,exported,radial,10000,10000,observed_to_relaxed,exported,residual,ridge,0.7296926861636057,0.7296029668843804,-0.012295488350988482,-0.042978656361521705,0.020009323444810653,15,960,9
encoder_training,paired_relaxed,observed_to_relaxed,exported,rich,10000,0,observed_to_relaxed,exported,ridge,ridge,0.7266113800761502,0.7325696259601171,0.8200044820853902,0.4621150392314055,1.207944616100921,15,960,2
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,rich,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.7237133417069703,0.7325696259601171,1.223728200485863,1.0112627460215535,1.4332737153249673,15,960,0
encoder_training,paired_relaxed,observed_to_relaxed,exported,rich,10000,0,observed_to_relaxed,exported,residual,residual,0.7266113800761502,0.7326873441220966,0.8362054617572223,0.47413439344902386,1.2265593269516557,15,960,2
export_vs_pooled,paired_relaxed,observed_to_relaxed,exported,rich,10000,10000,observed_to_relaxed,pooled,residual,residual,0.7237133417069703,0.7326873441220966,1.2399940553755595,1.0253537170587408,1.4517966899099704,15,960,0
residual_vs_ridge,paired_relaxed,observed_to_relaxed,exported,rich,10000,10000,observed_to_relaxed,exported,residual,ridge,0.7325696259601171,0.7326873441220966,0.01606921141799056,0.0024520125904992085,0.029755062979359148,15,960,5
encoder_training,paired_relaxed,observed_to_relaxed,pooled,angular,10000,0,observed_to_relaxed,pooled,ridge,ridge,0.9113223538243376,0.9100841929341335,-0.1358642071061067,-0.6154363219878825,0.426862677343759,15,960,10
encoder_training,paired_relaxed,observed_to_relaxed,pooled,angular,10000,0,observed_to_relaxed,pooled,residual,residual,0.9116423502381535,0.9132796201268522,0.17959563728811023,-0.3008696299040062,0.7212751060980551,15,960,8
residual_vs_ridge,paired_relaxed,observed_to_relaxed,pooled,angular,10000,10000,observed_to_relaxed,pooled,residual,ridge,0.9100841929341335,0.9132796201268522,0.3511133604481742,-0.16796007371539107,0.8429133140891163,15,960,6
encoder_training,paired_relaxed,observed_to_relaxed,pooled,radial,10000,0,observed_to_relaxed,pooled,ridge,ridge,0.7250151599887934,0.7180135102104772,-0.965724603389595,-1.7046284028222012,-0.2487302974133507,15,960,11
encoder_training,paired_relaxed,observed_to_relaxed,pooled,radial,10000,0,observed_to_relaxed,pooled,residual,residual,0.7250151599887934,0.7180135102104772,-0.965724603389595,-1.7046284028222012,-0.2487302974133507,15,960,11
residual_vs_ridge,paired_relaxed,observed_to_relaxed,pooled,radial,10000,10000,observed_to_relaxed,pooled,residual,ridge,0.7180135102104772,0.7180135102104772,0.0,0.0,0.0,15,960,0
encoder_training,paired_relaxed,observed_to_relaxed,pooled,rich,10000,0,observed_to_relaxed,pooled,ridge,ridge,0.7249146299129833,0.7237133417069703,-0.16571443814800135,-0.39923883061467325,0.06877946808984561,15,960,9
encoder_training,paired_relaxed,observed_to_relaxed,pooled,rich,10000,0,observed_to_relaxed,pooled,residual,residual,0.7240577445310079,0.7237133417069703,-0.047565657109382986,-0.37105661978814014,0.29636880014752603,15,960,8
residual_vs_ridge,paired_relaxed,observed_to_relaxed,pooled,rich,10000,10000,observed_to_relaxed,pooled,residual,ridge,0.7237133417069703,0.7237133417069703,0.0,0.0,0.0,15,960,0
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,0,relaxed_to_relaxed,exported,ridge,ridge,0.8533478569822331,0.858128738342211,0.5602499989728615,-0.15554401113858973,1.2240061840495136,15,960,3
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,10000,relaxed_to_relaxed,pooled,ridge,ridge,0.8515400381646223,0.858128738342211,0.7737393290149663,0.11083903755131852,1.4532541369896461,15,960,5
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,10000,observed_to_relaxed,exported,ridge,ridge,0.9114648693621903,0.858128738342211,-5.851693555375526,-6.953565263729575,-4.787458179056487,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,0,relaxed_to_relaxed,exported,residual,residual,0.8533478569822331,0.8631041059420003,1.1432909662735913,0.447467346012026,1.9090801828573565,15,960,2
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,10000,relaxed_to_relaxed,pooled,residual,residual,0.8515400381646223,0.8631041059420003,1.3580180918213447,0.2625395467367386,2.3737302562551914,15,960,4
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,10000,observed_to_relaxed,exported,residual,residual,0.912230539022473,0.8631041059420003,-5.385308973882363,-6.440688406892042,-4.311712258762097,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,exported,angular,10000,10000,relaxed_to_relaxed,exported,residual,ridge,0.858128738342211,0.8631041059420003,0.5797926788235763,-0.08055951762474337,1.2780882640161264,15,960,4
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,0,relaxed_to_relaxed,exported,ridge,ridge,0.22557018853928976,0.2635859747763689,16.853196108606163,14.330132527429047,19.332203736089916,15,960,0
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,10000,relaxed_to_relaxed,pooled,ridge,ridge,0.2324054941177845,0.2635859747763689,13.416412885136864,11.650559349252084,15.396244054843436,15,960,0
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,10000,observed_to_relaxed,exported,ridge,ridge,0.7296926861636057,0.2635859747763689,-63.87712529199315,-65.06424945086637,-62.706103391992826,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,0,relaxed_to_relaxed,exported,residual,residual,0.22730058260758743,0.26371867626907575,16.02199749939077,13.282935263976883,18.573272869477076,15,960,0
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,10000,relaxed_to_relaxed,pooled,residual,residual,0.23042131202433005,0.26371867626907575,14.45064432287837,12.541146364510151,16.50686729036413,15,960,0
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,10000,observed_to_relaxed,exported,residual,residual,0.7296029668843804,0.26371867626907575,-63.85449508309537,-65.09199716537239,-62.64812879338816,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,exported,radial,10000,10000,relaxed_to_relaxed,exported,residual,ridge,0.2635859747763689,0.26371867626907575,0.05034467134277243,-0.31830180201896563,0.42422203645507806,15,960,8
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,0,relaxed_to_relaxed,exported,ridge,ridge,0.5335344025574212,0.5456702739657654,2.2746183470405246,1.9099076461958393,2.608306825010158,15,960,0
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,10000,relaxed_to_relaxed,pooled,ridge,ridge,0.5378553252289563,0.5456702739657654,1.4529834269991548,1.0360515593590636,1.8815324589836562,15,960,1
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,10000,observed_to_relaxed,exported,ridge,ridge,0.7325696259601171,0.5456702739657654,-25.512844837021266,-26.292247101640168,-24.789535765361954,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,0,relaxed_to_relaxed,exported,residual,residual,0.5335721644717482,0.5456488560792826,2.2633661220859747,1.9281623574417628,2.575439880136834,15,960,0
export_vs_pooled,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,10000,relaxed_to_relaxed,pooled,residual,residual,0.5357479364784113,0.5456488560792826,1.8480555736625215,1.5586484780064513,2.1486688951794957,15,960,0
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,10000,observed_to_relaxed,exported,residual,residual,0.7326873441220966,0.5456488560792826,-25.52773560827952,-26.291722974284742,-24.819539562765968,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,exported,rich,10000,10000,relaxed_to_relaxed,exported,residual,ridge,0.5456702739657654,0.5456488560792826,-0.003925060151643844,-0.04173175976345145,0.03642218810352204,15,960,8
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,angular,10000,0,relaxed_to_relaxed,pooled,ridge,ridge,0.8498028104048584,0.8515400381646223,0.20442716104178693,-0.3533704707916263,0.8077870859350517,15,960,5
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,angular,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.9100841929341335,0.8515400381646223,-6.43282843763755,-7.509522981904224,-5.2611329172188706,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,angular,10000,0,relaxed_to_relaxed,pooled,residual,residual,0.8498402728857742,0.8515400381646223,0.20000997047082691,-0.5872894510475531,1.047027424419358,15,960,6
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,angular,10000,10000,observed_to_relaxed,pooled,residual,residual,0.9132796201268522,0.8515400381646223,-6.760205812285003,-7.655897409674373,-5.797028663658117,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,pooled,angular,10000,10000,relaxed_to_relaxed,pooled,residual,ridge,0.8515400381646223,0.8515400381646223,0.0,0.0,0.0,15,960,0
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,radial,10000,0,relaxed_to_relaxed,pooled,ridge,ridge,0.22512588507646902,0.2324054941177845,3.233572647073779,1.3008675778927432,5.757550390381029,15,960,2
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,radial,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.7180135102104772,0.2324054941177845,-67.63215582814624,-68.58763737348453,-66.58011206055681,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,radial,10000,0,relaxed_to_relaxed,pooled,residual,residual,0.22019196748652015,0.23042131202433005,4.645648365186683,3.112392450331816,6.503379584784322,15,960,3
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,radial,10000,10000,observed_to_relaxed,pooled,residual,residual,0.7180135102104772,0.23042131202433005,-67.90849910932947,-68.84032575292557,-66.8978981980395,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,pooled,radial,10000,10000,relaxed_to_relaxed,pooled,residual,ridge,0.2324054941177845,0.23042131202433005,-0.8537586862937263,-1.204508299442094,-0.5181133004494539,15,960,13
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,rich,10000,0,relaxed_to_relaxed,pooled,ridge,ridge,0.5400787247126422,0.5378553252289563,-0.41168062764718183,-0.8228048452813999,-0.06465118278826294,15,960,9
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,rich,10000,10000,observed_to_relaxed,pooled,ridge,ridge,0.7237133417069703,0.5378553252289563,-25.681164871113772,-26.46029278220681,-24.925546504775298,15,960,15
encoder_training,paired_relaxed,relaxed_to_relaxed,pooled,rich,10000,0,relaxed_to_relaxed,pooled,residual,residual,0.5362714858575988,0.5357479364784113,-0.09762767422738516,-0.4871375651611004,0.23319664497976228,15,960,9
relaxed_vs_observed_input,paired_relaxed,relaxed_to_relaxed,pooled,rich,10000,10000,observed_to_relaxed,pooled,residual,residual,0.7237133417069703,0.5357479364784113,-25.972355958675376,-26.720026223470448,-25.26817775963811,15,960,15
residual_vs_ridge,paired_relaxed,relaxed_to_relaxed,pooled,rich,10000,10000,relaxed_to_relaxed,pooled,residual,ridge,0.5378553252289563,0.5357479364784113,-0.3918133095824339,-0.6520515789414716,-0.14134614982456428,15,960,11
