domain,step,input_domain,target_domain,representation,family,selected_step,ridge_tuning_mse,selected_tuning_mse,probe,population,temperature,standardized_rmse
paired_relaxed,0,observed,relaxed,exported,angular,300,0.8008438725564309,0.7979648356269472,residual,liquid,T400,0.9683160763802474
paired_relaxed,0,observed,relaxed,exported,angular,300,0.8008438725564309,0.7979648356269472,residual,liquid,T450,0.9122703608064311
paired_relaxed,0,observed,relaxed,exported,angular,300,0.8008438725564309,0.7979648356269472,residual,liquid,T500,0.8600245447582293
paired_relaxed,0,observed,relaxed,exported,angular,300,0.8008438725564309,0.7979648356269472,residual,liquid,T510,0.8285879283625872
paired_relaxed,0,observed,relaxed,exported,angular,300,0.8008438725564309,0.7979648356269472,residual,liquid,T520,0.9740515674664917
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,all,T400,0.7590791000721647
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,all,T450,0.7374914929987495
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,all,T500,0.6769576526821209
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,all,T510,0.6639354619728524
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,all,T520,0.7910205005584511
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,liquid,T400,0.7590791000721647
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,liquid,T450,0.7374914929987495
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,liquid,T500,0.6769576526821209
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,liquid,T510,0.6639354619728524
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,ridge,liquid,T520,0.7910205005584511
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,all,T400,0.7590791000721647
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,all,T450,0.7374914929987495
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,all,T500,0.6769576526821209
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,all,T510,0.6639354619728524
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,all,T520,0.7910205005584511
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,liquid,T400,0.7590791000721647
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,liquid,T450,0.7374914929987495
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,liquid,T500,0.6769576526821209
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,liquid,T510,0.6639354619728524
paired_relaxed,0,observed,relaxed,exported,radial,0,0.5029736433768814,0.5029736433768814,residual,liquid,T520,0.7910205005584511
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,all,T400,0.7619708440992374
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,all,T450,0.7190080882922691
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,all,T500,0.6949050933165293
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,all,T510,0.6598117450356672
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,all,T520,0.7899390244756639
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,liquid,T400,0.7619708440992374
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,liquid,T450,0.7190080882922691
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,liquid,T500,0.6949050933165293
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,liquid,T510,0.6598117450356672
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,ridge,liquid,T520,0.7899390244756639
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,all,T400,0.7619708440992374
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,all,T450,0.7190080882922691
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,all,T500,0.6949050933165293
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,all,T510,0.6598117450356672
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,all,T520,0.7899390244756639
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,liquid,T400,0.7619708440992374
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,liquid,T450,0.7190080882922691
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,liquid,T500,0.6949050933165293
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,liquid,T510,0.6598117450356672
paired_relaxed,0,observed,relaxed,exported,rich,0,0.5573354474061869,0.5573354474061869,residual,liquid,T520,0.7899390244756639
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,all,T400,0.9707681904140595
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,all,T450,0.9018815083877019
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,all,T500,0.8594314141864003
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,all,T510,0.8312355385510926
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,all,T520,0.9834562277841501
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,liquid,T400,0.9707681904140595
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,liquid,T450,0.9018815083877019
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,liquid,T500,0.8594314141864003
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,liquid,T510,0.8312355385510926
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,ridge,liquid,T520,0.9834562277841501
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,all,T400,0.9713072626708414
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,all,T450,0.9116670155800662
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,all,T500,0.8627969658226123
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,all,T510,0.8239226819734885
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,all,T520,0.978579142339464
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,liquid,T400,0.9713072626708414
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,liquid,T450,0.9116670155800662
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,liquid,T500,0.8627969658226123
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,liquid,T510,0.8239226819734885
paired_relaxed,0,observed,relaxed,pooled,angular,300,0.8109888414179117,0.8083115525243386,residual,liquid,T520,0.978579142339464
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,all,T400,0.7575430271990465
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,all,T450,0.7353516850274043
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,all,T500,0.6701630843653216
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,all,T510,0.6568236804205082
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,all,T520,0.7956666799170099
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,liquid,T400,0.7575430271990465
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,liquid,T450,0.7353516850274043
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,liquid,T500,0.6701630843653216
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,liquid,T510,0.6568236804205082
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,ridge,liquid,T520,0.7956666799170099
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,all,T400,0.7575430271990465
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,all,T450,0.7353516850274043
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,all,T500,0.6701630843653216
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,all,T510,0.6568236804205082
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,all,T520,0.7956666799170099
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,liquid,T400,0.7575430271990465
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,liquid,T450,0.7353516850274043
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,liquid,T500,0.6701630843653216
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,liquid,T510,0.6568236804205082
paired_relaxed,0,observed,relaxed,pooled,radial,0,0.49553419255658704,0.49553419255658704,residual,liquid,T520,0.7956666799170099
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,all,T400,0.7577650386072169
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,all,T450,0.7190863122295879
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,all,T500,0.689386291605175
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,all,T510,0.6577328530362175
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,all,T520,0.7926835182604367
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,liquid,T400,0.7577650386072169
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,liquid,T450,0.7190863122295879
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,liquid,T500,0.689386291605175
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,liquid,T510,0.6577328530362175
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,ridge,liquid,T520,0.7926835182604367
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,all,T400,0.76050898829628
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,all,T450,0.7180784577150002
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,all,T500,0.6938308958718776
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,all,T510,0.6549145469107668
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,all,T520,0.7854763640881626
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,liquid,T400,0.76050898829628
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,liquid,T450,0.7180784577150002
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,liquid,T500,0.6938308958718776
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,liquid,T510,0.6549145469107668
paired_relaxed,0,observed,relaxed,pooled,rich,300,0.5560291573801048,0.5526045173642594,residual,liquid,T520,0.7854763640881626
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,all,T400,0.9348136535294526
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,all,T450,0.8257635798228685
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,all,T500,0.8113670928274588
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,all,T510,0.7800891360888281
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,all,T520,0.9046519490537724
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,liquid,T400,0.9348136535294526
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,liquid,T450,0.8257635798228685
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,liquid,T500,0.8113670928274588
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,liquid,T510,0.7800891360888281
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,ridge,liquid,T520,0.9046519490537724
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,all,T400,0.9348136535294526
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,all,T450,0.8257635798228685
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,all,T500,0.8113670928274588
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,all,T510,0.7800891360888281
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,all,T520,0.9046519490537724
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,liquid,T400,0.9348136535294526
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,liquid,T450,0.8257635798228685
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,liquid,T500,0.8113670928274588
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,liquid,T510,0.7800891360888281
paired_relaxed,0,relaxed,relaxed,exported,angular,0,0.6954681873497552,0.6954681873497552,residual,liquid,T520,0.9046519490537724
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,all,T400,0.24622919938667331
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,all,T450,0.21453319078195396
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,all,T500,0.20757756483819773
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,all,T510,0.21133761122964972
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,all,T520,0.24495756748088943
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,liquid,T400,0.24622919938667331
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,liquid,T450,0.21453319078195396
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,liquid,T500,0.20757756483819773
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,liquid,T510,0.21133761122964972
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,ridge,liquid,T520,0.24495756748088943
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,all,T400,0.2500823223488214
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,all,T450,0.2143987918728597
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,all,T500,0.20638400282705446
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,all,T510,0.21394212713299635
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,all,T520,0.2478995239521709
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,liquid,T400,0.2500823223488214
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,liquid,T450,0.2143987918728597
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,liquid,T500,0.20638400282705446
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,liquid,T510,0.21394212713299635
paired_relaxed,0,relaxed,relaxed,exported,radial,600,0.04988200662856432,0.049392941229544574,residual,liquid,T520,0.2478995239521709
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,all,T400,0.5817893970123829
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,all,T450,0.5125080110184838
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,all,T500,0.5141140233010143
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,all,T510,0.48044038666985106
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,all,T520,0.5718524596686945
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,liquid,T400,0.5817893970123829
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,liquid,T450,0.5125080110184838
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,liquid,T500,0.5141140233010143
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,liquid,T510,0.48044038666985106
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,ridge,liquid,T520,0.5718524596686945
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,all,T400,0.581796193408809
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,all,T450,0.5125510779203272
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,all,T500,0.5139267584367764
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,all,T510,0.48072894296568736
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,all,T520,0.5719089313088426
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,liquid,T400,0.581796193408809
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,liquid,T450,0.5125510779203272
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,liquid,T500,0.5139267584367764
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,liquid,T510,0.48072894296568736
paired_relaxed,0,relaxed,relaxed,exported,rich,200,0.3228358692280915,0.32278445482087714,residual,liquid,T520,0.5719089313088426
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,all,T400,0.9315631302561006
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,all,T450,0.8230943446259998
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,all,T500,0.8107923575320183
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,all,T510,0.7710456788274156
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,all,T520,0.9020167577054052
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,liquid,T400,0.9315631302561006
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,liquid,T450,0.8230943446259998
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,liquid,T500,0.8107923575320183
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,liquid,T510,0.7710456788274156
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,ridge,liquid,T520,0.9020167577054052
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,all,T400,0.9397662163665269
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,all,T450,0.8192514404752559
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,all,T500,0.8086417497885086
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,all,T510,0.7691445993479219
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,all,T520,0.9007353044824549
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,liquid,T400,0.9397662163665269
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,liquid,T450,0.8192514404752559
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,liquid,T500,0.8086417497885086
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,liquid,T510,0.7691445993479219
paired_relaxed,0,relaxed,relaxed,pooled,angular,200,0.7010882972346246,0.6966752020890105,residual,liquid,T520,0.9007353044824549
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,all,T400,0.24721566366808434
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,all,T450,0.21375154163467033
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,all,T500,0.2025487547603415
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,all,T510,0.21523465290608396
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,all,T520,0.2434154080511353
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,liquid,T400,0.24721566366808434
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,liquid,T450,0.21375154163467033
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,liquid,T500,0.2025487547603415
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,liquid,T510,0.21523465290608396
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,ridge,liquid,T520,0.2434154080511353
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,all,T400,0.2440185531169009
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,all,T450,0.2098455931923176
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,all,T500,0.19611862467756314
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,all,T510,0.20459060372687377
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,all,T520,0.2419141488249017
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,liquid,T400,0.2440185531169009
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,liquid,T450,0.2098455931923176
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,liquid,T500,0.19611862467756314
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,liquid,T510,0.20459060372687377
paired_relaxed,0,relaxed,relaxed,pooled,radial,300,0.05374485383335442,0.051092325538776844,residual,liquid,T520,0.2419141488249017
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,all,T400,0.5843674530871651
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,all,T450,0.5193060749962802
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,all,T500,0.5198419307106706
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,all,T510,0.4899839392878591
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,all,T520,0.5804663047890904
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,liquid,T400,0.5843674530871651
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,liquid,T450,0.5193060749962802
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,liquid,T500,0.5198419307106706
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,liquid,T510,0.4899839392878591
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,ridge,liquid,T520,0.5804663047890904
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,all,T400,0.5864602114805959
paired_relaxed,0,relaxed,relaxed,pooled,rich,300,0.32945544858522596,0.31951297956051294,residual,all,T450,0.5164192182911923
