field,lag_ps,metric,sources,mean,low,high
shape_axis_7A,1.5,coverage,10,0.3564455569461827,0.3241551939924906,0.3908010012515645
shape_axis_7A,3.0,p1,10,0.2162384822499379,0.1927699637410731,0.23823530099358145
shape_axis_7A,3.0,p2,10,0.25525624196519403,0.22680752559520045,0.28593996247139
shape_axis_7A,3.0,coverage,10,0.35664993726474276,0.32277289836888334,0.39168757841907154
shape_axis_7A,6.0,p1,10,0.21387449007814166,0.19683944342230336,0.23060372420356606
shape_axis_7A,6.0,p2,10,0.2183618113839104,0.18790100069036725,0.24990682594753943
shape_axis_7A,6.0,coverage,10,0.35658890290037837,0.32446406052963433,0.3889659520807062
shape_axis_7A,12.0,p1,10,0.1987849454590111,0.1814163158509105,0.21729123619417792
shape_axis_7A,12.0,p2,10,0.18246373952600173,0.15297818503933053,0.2119492940126729
shape_axis_7A,12.0,coverage,10,0.3539490445859873,0.3228025477707006,0.387484076433121
shape_axis_7A,24.0,p1,10,0.18792155368403043,0.16592112756961216,0.20920295304062894
shape_axis_7A,24.0,p2,10,0.1510619371959893,0.11884905892981083,0.18346368915162325
shape_axis_7A,24.0,coverage,10,0.35260078023407027,0.3197334200260078,0.3875487646293888
shape_axis_7A,48.0,p1,10,0.17086405761417195,0.14795978285013955,0.1931660107709584
shape_axis_7A,48.0,p2,10,0.11596534716744906,0.08673027230005263,0.1456726843211495
shape_axis_7A,48.0,coverage,10,0.35,0.31723202170963366,0.3848371777476255
shape_axis_7A,96.0,p1,10,0.1609357753883464,0.13960793980331765,0.18169681891127673
shape_axis_7A,96.0,p2,10,0.08608538409666265,0.05638697795632638,0.11762111762536942
shape_axis_7A,96.0,coverage,10,0.34572808320950965,0.30970468053491823,0.38462109955423474
