source,temperature_K,field,pairs,valid_pairs,coverage,mean_angle_deg,median_angle_deg,p95_angle_deg,mean_axis_angle_deg,jump60_fraction,flip90_fraction,p1,p2,cage_mean_angle_deg,cage_p1,cage_fit_rms_A
938,450.0,block2_output/ideal_bivector,3200,3182,0.994375,75.47412316059244,71.11977415600535,146.21222567859417,54.54312372013701,0.6021370207416719,0.3535512256442489,0.2119976234528732,0.05895603871548302,75.48017641017546,0.21189541204652407,0.519802451133728
938,450.0,block2_output/axial_bivector,3200,3186,0.995625,79.41969261027272,76.05810405355422,147.9366510554933,55.81999047037789,0.6506591337099812,0.38857501569365976,0.1552112807569881,0.029888861953998428,79.39488077510005,0.15558351271955057,0.519802451133728
938,450.0,block2_output/point_numerator,3200,3184,0.995,79.95682659269865,77.48475164567819,147.25657838133696,56.111099411037415,0.6507537688442211,0.4020100502512563,0.14645149958338297,0.02496165705731215,79.9528173412402,0.1464753304775076,0.519802451133728
938,450.0,centroid_7A,3200,3180,0.99375,67.71126874984286,60.53804679841972,142.1121125843728,50.879391208126954,0.5053459119496856,0.28962264150943395,0.32078682595210806,0.13804554706345928,67.73028395043276,0.32036656455467105,0.519802451133728
938,450.0,centroid_support,3200,3186,0.995625,39.46138677412837,30.205994491595725,107.04434281018206,34.85380213438016,0.1817325800376648,0.08913998744507219,0.6963668414917494,0.479580680771156,39.479218572877215,0.69617173996068,0.519802451133728
938,450.0,shape_axis_7A,3200,1062,0.331875,69.71872616896002,48.34443700861766,161.7542610893664,37.8871009752353,0.4397363465160075,0.339924670433145,0.2743768989279353,0.4110341779367595,69.67374771917517,0.27472975545311856,0.519802451133728
942,450.0,block1/ideal_bivector,3200,3178,0.993125,77.03693045289678,75.31086062029723,148.49858466017332,53.029861170065566,0.6164254247954688,0.381686595342983,0.18192127723524984,0.0920148060478911,77.02653902112573,0.18221687933238603,0.5372102856636047
942,450.0,block1/axial_bivector,3200,3184,0.995,80.61672791398864,78.77937995162729,148.134197719762,56.202285353023754,0.6573492462311558,0.4001256281407035,0.1374231260842709,0.022634247605679895,80.59436649006498,0.13780595193101822,0.5372102856636047
942,450.0,block1/point_numerator,3200,3172,0.99125,76.9180869916604,75.07003345608048,148.94619371678635,52.908432503367926,0.6141235813366961,0.38146279949558637,0.183317734120517,0.09476749056962153,76.91119490985079,0.18357898111327461,0.5372102856636047
942,450.0,block2_mlp_input/ideal_bivector,3200,3176,0.9925,77.02650065633479,74.97514374608163,148.8990739879005,52.921220997746666,0.614294710327456,0.38287153652392947,0.18211213177864044,0.09401894979704861,77.01829052947302,0.18238575730116618,0.5372102856636047
