model,domain,population,lag_ps,component,eigenvalue
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,65,0.002665712146675034
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,66,0.0026171346579978404
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,67,0.0025913730996602134
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,68,0.002525086521099863
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,69,0.002449764335314506
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,70,0.002414359394053083
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,71,0.0023645813583510816
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,72,0.0023486834282051483
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,73,0.002286099026435535
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,74,0.0022514304060861903
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,75,0.0021812732600590434
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,76,0.0021627218410049994
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,77,0.0021299126022915975
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,78,0.0020975982150696166
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,79,0.0020808194337261937
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,80,0.002009716764992023
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,81,0.0019736630161290023
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,82,0.001936464512069139
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,83,0.001919570795992403
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,84,0.0018677899328655892
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,85,0.0018295121943815212
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,86,0.00178577336869266
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,87,0.0017509523288275575
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,88,0.0017243050731864007
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,89,0.0017155863420912243
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,90,0.0016748267609621376
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,91,0.0016365585429976449
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,92,0.0016063807115635025
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,93,0.0015683278667306141
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,94,0.001528201982659577
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,95,0.0015190497300251351
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,96,0.0014933157653849144
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,97,0.0014543044740857008
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,98,0.0014130085696200648
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,99,0.0014062949797605346
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,100,0.0013640450477719447
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,101,0.0013294697381361473
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,102,0.0013140766688052874
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,103,0.001291300276152025
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,104,0.0012860493058929536
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,105,0.001228468117072629
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,106,0.0012149253127303685
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,107,0.0011725820874210066
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,108,0.001159831695420147
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,109,0.0011479859190124198
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,110,0.0011298679818545253
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,111,0.001111270391935422
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,112,0.0010906654003655452
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,113,0.0010443461485599372
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,114,0.0010342961956698235
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,115,0.001022692926890437
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,116,0.001005828362052129
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,117,0.0009714221239736771
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,118,0.0009324768580423685
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,119,0.0009153541728352103
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,120,0.000897236740383123
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,121,0.0008673502787652585
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,122,0.0008498712789014924
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,123,0.0008192920083555335
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,124,0.0007879861384397419
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,125,0.0007790428058447357
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,126,0.0007418147939939226
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,127,0.0007200642196770445
gf-mlp-cov1-factor1-s123-0035--encoder,all,evaluation,,128,0.0006926712106538595
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,1,11.435420874446411
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,2,1.9022484493382477
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,3,0.5575463783428254
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,4,0.24826166425265728
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,5,0.107267748194635
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,6,0.07012023109623758
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,7,0.056583428124770754
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,8,0.0486389660981523
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,9,0.040746514234432075
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,10,0.033049847985961014
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,11,0.023859355371684654
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,12,0.01983728845995912
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,13,0.017779435425024033
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,14,0.01596233220134896
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,15,0.014341267170314352
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,16,0.013074395454052128
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,17,0.012215758357439937
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,18,0.010345232764554044
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,19,0.008879158794306685
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,20,0.008735796582584904
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,21,0.007601645888579541
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,22,0.007533667740221631
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,23,0.006973830616545875
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,24,0.006468660306255373
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,25,0.006255513031068728
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,26,0.0059226495919965415
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,27,0.00582723509501864
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,28,0.005505031822249621
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,29,0.005197368858378299
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,30,0.005164901507782487
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,31,0.00487117003913395
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,32,0.004711824629402158
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,33,0.00446902009339018
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,34,0.004412684690865056
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,35,0.004169347591378046
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,36,0.0041008662952983915
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,37,0.003908659087948944
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,38,0.003803462624366064
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,39,0.0036683743502024385
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,40,0.0035294968664882154
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,41,0.0034948277820589114
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,42,0.0034009567405192203
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,43,0.003331028482298421
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,44,0.0031702889294680024
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,45,0.0030959341365953616
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,46,0.003025398151459887
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,47,0.002984252629920311
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,48,0.002935888784303194
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,49,0.0028184825172189697
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,50,0.002814628754092092
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,51,0.0027395444376334564
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,52,0.0026458035149943175
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,53,0.0025830297609781947
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,54,0.0025549823994973075
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,55,0.002507395726836106
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,56,0.002478736548359834
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,57,0.002363824738757551
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,58,0.0023341022110268117
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,59,0.0022456008177436947
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,60,0.002180176993833443
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,61,0.0021671917993555125
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,62,0.0021112020773152956
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,63,0.002077043944382474
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,64,0.001993633343870691
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,65,0.0019630043124731177
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,66,0.0019142636059713215
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,67,0.0018989966283194085
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,68,0.001891833261625863
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,69,0.00182800122476434
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,70,0.0018063930290443033
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,71,0.0017226581483993776
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,72,0.0017087629440067915
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,73,0.0016687717402739612
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,74,0.0016616393445633097
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,75,0.0016010190746349087
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,76,0.0015934205801613462
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,77,0.001562836384202755
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,78,0.0015077770745383103
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,79,0.001494111363635998
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,80,0.0014642024224043688
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,81,0.0014521291968567617
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,82,0.0014232172202363095
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,83,0.0014111252549131495
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,84,0.0013731674627985326
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,85,0.0013551995975678616
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,86,0.0013236434362601155
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,87,0.0012773839906046547
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,88,0.0012336265719674541
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,89,0.0012156453562074702
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,90,0.00120549580893129
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,91,0.001200060241351968
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,92,0.0011548528345045241
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,93,0.001136937352904196
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,94,0.0011053362175258471
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,95,0.0010709506334982241
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,96,0.0010558968474383536
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,97,0.001022194217892352
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,98,0.0010130149127528928
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,99,0.0009904298716902904
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,100,0.0009537985445948871
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,101,0.0009421148789517643
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,102,0.0009198830559297195
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,103,0.0009110211391097478
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,104,0.0008927988722910251
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,105,0.0008625148372426854
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,106,0.0008410249390730411
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,107,0.0008369602071051077
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,108,0.000820783778772114
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,109,0.0007919874848327904
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,110,0.0007790320007052896
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,111,0.0007679007613944674
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,112,0.0007415054603138327
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,113,0.0007280182144221979
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,114,0.0007144551830555916
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,115,0.0006979976507131806
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,116,0.0006936268966338518
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,117,0.0006604592851548541
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,118,0.0006425501315612084
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,119,0.0006282630677335729
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,120,0.0006080779668985476
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,121,0.0005943284030212814
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,122,0.0005913442324422896
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,123,0.0005560399756797061
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,124,0.0005428056529387767
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,125,0.0005352035355200001
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,126,0.0004960991039342595
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,127,0.0004649086419582024
gf-mlp-cov1-factor1-s123-0035--encoder,all,within_track,,128,0.000439568073215056
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,1,0.0017135503288796526
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,2,0.00041641583711514907
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,3,0.00013124686469058602
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,4,5.20627422356945e-05
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,5,2.4783615789236683e-05
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,6,1.6397596483998688e-05
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,7,1.2958510557562238e-05
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,8,1.0289239814288703e-05
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,9,9.475969082966251e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,10,6.960748945505068e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,11,5.50769421443677e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,12,4.853027980699942e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,13,4.041695818241202e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,14,3.918895552073985e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,15,3.3666028861509563e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,16,3.2260258803187122e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,17,2.864328014186339e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,18,2.396693374812805e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,19,2.257989123696775e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,20,2.172777976651253e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,21,1.8800684424486785e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,22,1.8469885329245214e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,23,1.6193669782861082e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,24,1.5181712436151444e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,25,1.4673620858487653e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,26,1.4447232556518273e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,27,1.390550558111249e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,28,1.3583707524464755e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,29,1.331479954151529e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,30,1.248071704567755e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,31,1.1674188257430571e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,32,1.1112598816532614e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,33,1.0942777678173412e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,34,1.0510808021980706e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,35,1.0433976753794758e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,36,1.0376265136187459e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,37,1.0105027019340023e-06
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,38,9.024882905145554e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,39,8.685783952802924e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,40,8.315618169267699e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,41,8.176592157396165e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,42,8.045945082871989e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,43,7.692948484428403e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,44,7.372334177459157e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,45,7.183119518924532e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,46,7.064285704903982e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,47,6.822839087700929e-07
gf-mlp-cov1-factor1-s123-0035--encoder,all,movement,108.0,48,6.660948523789335e-07
