model,domain,population,rows,dimensions,centered,rank_ceiling,total_energy,collapsed,numerical_rank,participation_rank,entropy_rank,d90,d95,d99
gf-visreg-mlp-factor1-s123-0035--encoder,T520K,within_track,192,128,True,128,8.553910090367777,False,128,1.59762494666286,2.6247425106537454,2,6,25
gf-visreg-mlp-factor1-s123-0035--projector,all,dataset,2880,128,True,128,141.91055672973567,False,113,2.287028046837827,2.892962844797524,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,all,reference,1600,128,True,128,151.27602844484935,False,110,2.2930354607313848,2.857671791027313,3,3,6
gf-visreg-mlp-factor1-s123-0035--projector,all,evaluation,960,128,True,128,128.38831887806788,False,111,2.354816893397489,3.0131619347760026,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,all,within_track,960,128,True,128,82.95179990586323,False,111,2.2803134979301047,2.9797510864685814,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,dataset,1830,128,True,128,61.652510962889295,False,111,1.7670880319436753,2.6252483167861667,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,reference,905,128,True,128,66.72201134853896,False,105,1.637045900209608,2.4021377981662657,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,evaluation,686,128,True,128,57.07994592204244,False,109,1.9931968501633637,2.9611639455895253,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,noncrystalline,within_track,686,128,True,128,32.026986993155965,False,109,1.9423081186007298,2.9033053707337215,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,dataset,56,128,True,55,73.3178854744574,False,55,1.627532267638144,2.3333616693508947,3,3,6
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,reference,30,128,True,29,60.677986709627376,False,29,1.763117483936506,2.4708458956340023,3,3,6
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,evaluation,18,128,True,17,79.8302468126325,False,17,1.3990795055340464,1.8802343450779768,2,3,5
gf-visreg-mlp-factor1-s123-0035--projector,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,dataset,1645,128,True,128,36.61275938802501,False,108,2.3347362025737914,3.368675770734348,4,4,6
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,reference,797,128,True,128,36.29295167569356,False,104,2.129025094718061,3.0893086688978206,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,evaluation,625,128,True,128,38.7010797379955,False,106,2.4590049638716343,3.518780419544535,4,5,7
gf-visreg-mlp-factor1-s123-0035--projector,at_risk_no_onset_12ps,within_track,625,128,True,128,20.26816878613286,False,106,2.3888858266651187,3.4398685880730313,4,5,7
gf-visreg-mlp-factor1-s123-0035--projector,T400K,dataset,576,128,True,128,40.02196206262908,False,104,2.915341101928949,3.947710142231818,4,5,7
gf-visreg-mlp-factor1-s123-0035--projector,T400K,reference,320,128,True,128,58.58071467538616,False,104,2.624687560446093,3.589069390648743,4,5,6
gf-visreg-mlp-factor1-s123-0035--projector,T400K,evaluation,192,128,True,128,16.215131306421267,False,93,2.0569761313510253,2.875134067597531,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T400K,within_track,192,128,True,128,9.987521657515215,False,93,2.349098562553929,3.217632363149128,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T450K,dataset,576,128,True,128,157.00454979988203,False,107,2.28140508814397,2.824065615919695,2,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T450K,reference,320,128,True,128,158.76027336823594,False,105,2.2776432993508298,2.7983551587255366,2,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T450K,evaluation,192,128,True,128,144.5365601972793,False,106,2.3997924117764344,2.9707014480139042,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T450K,within_track,192,128,True,128,109.19755485661068,False,106,2.205678950527116,2.776327224941101,2,3,6
gf-visreg-mlp-factor1-s123-0035--projector,T500K,dataset,576,128,True,128,159.94119563874165,False,109,2.4181928346798296,2.909087993211069,3,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T500K,reference,320,128,True,128,160.85406281326772,False,106,2.307644121245506,2.7980481128651045,3,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T500K,evaluation,192,128,True,128,153.98362691964712,False,105,2.4970170503472917,3.0444550880354875,3,3,6
gf-visreg-mlp-factor1-s123-0035--projector,T500K,within_track,192,128,True,128,102.97821089515081,False,104,2.1562185545016757,2.85839132775412,3,3,6
gf-visreg-mlp-factor1-s123-0035--projector,T510K,dataset,576,128,True,128,149.19244292749565,False,107,2.2376630090995566,2.8060578057601124,2,3,6
gf-visreg-mlp-factor1-s123-0035--projector,T510K,reference,320,128,True,128,147.5570032112843,False,104,2.197064685772979,2.7568371436260093,2,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T510K,evaluation,192,128,True,128,151.52624259668153,False,105,2.284165156756569,2.8487819550111584,2,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T510K,within_track,192,128,True,128,117.40012660502055,False,105,2.128073830833177,2.690519244639525,2,3,6
gf-visreg-mlp-factor1-s123-0035--projector,T520K,dataset,576,128,True,128,131.36669797116522,False,108,2.306174201387132,2.945027747554495,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T520K,reference,320,128,True,128,149.12540856951338,False,106,2.41773553360318,2.9637803817004835,3,3,5
gf-visreg-mlp-factor1-s123-0035--projector,T520K,evaluation,192,128,True,128,104.86512440199398,False,106,2.2157149577559556,2.9099534190123446,3,4,6
gf-visreg-mlp-factor1-s123-0035--projector,T520K,within_track,192,128,True,128,75.19558551501886,False,106,2.0601518737958027,2.7661316692412563,3,4,6
gf-visreg-mlp-factor1-s456-0035--encoder,all,dataset,2880,128,True,128,10.017667500661506,False,128,1.582430187932982,2.5700144167309458,2,5,27
gf-visreg-mlp-factor1-s456-0035--encoder,all,reference,1600,128,True,128,10.4889162245778,False,128,1.6059466013635533,2.566358953904857,2,5,24
gf-visreg-mlp-factor1-s456-0035--encoder,all,evaluation,960,128,True,128,8.999789036674759,False,128,1.6014776698109774,2.6787124427549265,3,6,29
gf-visreg-mlp-factor1-s456-0035--encoder,all,within_track,960,128,True,128,6.014634654379015,False,128,1.5575071144004078,2.645679251435359,3,6,32
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,dataset,1830,128,True,128,3.153851358642786,False,128,2.019854118811597,4.550880535180455,7,15,68
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,reference,905,128,True,128,3.2093186676584864,False,128,1.9596264384394388,4.345877034937597,7,14,64
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,evaluation,686,128,True,128,3.1309432618214403,False,128,2.0516190550287607,4.609754505729721,7,14,64
gf-visreg-mlp-factor1-s456-0035--encoder,noncrystalline,within_track,686,128,True,128,1.6675659143733055,False,128,2.157694493517328,5.042228072545966,8,16,65
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,dataset,56,128,True,55,3.496184078391149,False,55,2.0421014727160522,4.109926928475116,6,10,27
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,reference,30,128,True,29,3.347011681439613,False,29,1.8787970127523188,3.509838767935555,5,9,18
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,evaluation,18,128,True,17,3.3487824571161475,False,17,1.950796397632079,3.3231180715816695,4,6,12
gf-visreg-mlp-factor1-s456-0035--encoder,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,dataset,1645,128,True,128,2.087517601715717,False,128,2.8182759649416886,6.9751393571121465,10,22,80
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,reference,797,128,True,128,1.8318776671819235,False,128,3.19931124403639,7.95828106851277,11,25,80
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,evaluation,625,128,True,128,2.467871576838671,False,128,2.3876379107218253,5.680063336386773,9,18,70
gf-visreg-mlp-factor1-s456-0035--encoder,at_risk_no_onset_12ps,within_track,625,128,True,128,1.1977464399671018,False,128,2.6083055141112967,6.404437984558501,10,20,70
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,dataset,576,128,True,128,2.6774583204811337,False,128,2.357249891302685,5.467125251456307,8,16,67
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,reference,320,128,True,128,3.9910683726052323,False,128,1.9079811159640538,3.912113051413237,6,11,49
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,evaluation,192,128,True,128,0.9065870093703194,False,128,7.837644370152225,16.413548871534196,20,38,79
gf-visreg-mlp-factor1-s456-0035--encoder,T400K,within_track,192,128,True,128,0.6148308268212626,False,128,9.692803686641614,18.417805961111064,21,38,74
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,dataset,576,128,True,128,10.51389418808375,False,128,1.6192713871093574,2.5822151348878393,2,5,24
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,reference,320,128,True,128,10.508477982851666,False,128,1.676527394101373,2.6305723308677367,2,4,22
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,evaluation,192,128,True,128,9.503318706505993,False,128,1.632587625890674,2.6798174021409125,3,5,24
gf-visreg-mlp-factor1-s456-0035--encoder,T450K,within_track,192,128,True,128,7.636475603069577,False,128,1.509060354030133,2.4191998240800725,2,5,21
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,dataset,576,128,True,128,10.260057031282033,False,128,1.748411670140138,2.7687504172429556,3,5,24
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,reference,320,128,True,128,9.816331319801565,False,128,1.8274390894067185,2.8637691198675497,3,5,23
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,evaluation,192,128,True,128,10.128957685693589,False,128,1.7047135911148503,2.7266324752245734,3,5,23
gf-visreg-mlp-factor1-s456-0035--encoder,T500K,within_track,192,128,True,128,7.451633949630896,False,128,1.507282999639038,2.4204093485155287,2,5,22
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,dataset,576,128,True,128,10.728751740001716,False,128,1.601939516632816,2.551326427661949,2,4,23
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,reference,320,128,True,128,10.723661364971957,False,128,1.5842844829305902,2.4993100614415495,2,4,22
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,evaluation,192,128,True,128,10.530392645099633,False,128,1.614317996750982,2.5656924684685274,2,4,21
gf-visreg-mlp-factor1-s456-0035--encoder,T510K,within_track,192,128,True,128,8.450114785796703,False,128,1.4694346340805773,2.264840419695253,2,4,19
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,dataset,576,128,True,128,9.536154159848197,False,128,1.5868817739788652,2.600990060100532,3,5,27
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,reference,320,128,True,128,10.18915115570274,False,128,1.6881664561391276,2.702154343703928,3,5,23
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,evaluation,192,128,True,128,7.861814997820523,False,128,1.5697787681756499,2.6469108764501823,3,6,27
gf-visreg-mlp-factor1-s456-0035--encoder,T520K,within_track,192,128,True,128,5.920118106576631,False,128,1.472992534256809,2.434738543317015,2,6,25
gf-visreg-mlp-factor1-s456-0035--projector,all,dataset,2880,128,True,128,136.03705877703428,False,123,2.331335510401351,2.935778611810425,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,all,reference,1600,128,True,128,145.68242655866507,False,121,2.3511564487100625,2.903352797715583,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,all,evaluation,960,128,True,128,122.194709259236,False,120,2.3473926316190576,3.030550230633334,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,all,within_track,960,128,True,128,79.19170150211774,False,120,2.274203013977014,2.9982008368773734,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,dataset,1830,128,True,128,57.46823946099689,False,122,1.804747828143502,2.743871259813733,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,reference,905,128,True,128,61.89637954019384,False,119,1.6740009611604867,2.5099627755658585,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,evaluation,686,128,True,128,52.96370127296647,False,119,2.0294955053536614,3.1015084146961125,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,noncrystalline,within_track,686,128,True,128,29.40730437927064,False,119,1.9871071254920445,3.046863737839768,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,dataset,56,128,True,55,77.30368810436707,False,55,1.5367775866217037,2.2371246011704233,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,reference,30,128,True,29,67.5763990111574,False,29,1.5536511098506252,2.233104121452266,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,evaluation,18,128,True,17,90.39662022354153,False,17,1.4339348445042446,1.9556626207720278,2,3,5
gf-visreg-mlp-factor1-s456-0035--projector,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,dataset,1645,128,True,128,34.05257908370729,False,120,2.503933837519698,3.653962724401271,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,reference,797,128,True,128,33.20749116396704,False,117,2.3700418822231093,3.427808040304713,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,evaluation,625,128,True,128,36.015073711808924,False,118,2.5303134679744548,3.739332516994515,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,at_risk_no_onset_12ps,within_track,625,128,True,128,18.818983605335287,False,117,2.3980547793954776,3.5707235406038254,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,T400K,dataset,576,128,True,128,36.739332354499055,False,113,2.817320407373802,3.9865555611561736,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,T400K,reference,320,128,True,128,54.44187118969743,False,111,2.499425659166735,3.5442849825687763,4,5,7
gf-visreg-mlp-factor1-s456-0035--projector,T400K,evaluation,192,128,True,128,13.801127028220193,False,95,2.6924421190411323,3.5776339712784027,4,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T400K,within_track,192,128,True,128,9.030272594774763,False,94,2.965786999619486,3.849072010066508,4,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T450K,dataset,576,128,True,128,149.38495120959868,False,119,2.338846623750872,2.862987375796328,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T450K,reference,320,128,True,128,153.00526405793826,False,114,2.337788578718885,2.827713644726607,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T450K,evaluation,192,128,True,128,135.54169553976584,False,113,2.4092601945014676,2.9980341133254895,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T450K,within_track,192,128,True,128,101.37151557913396,False,112,2.2329512509293092,2.823344990410416,2,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T500K,dataset,576,128,True,128,155.7036775596337,False,117,2.437831921684997,2.932422936124193,3,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T500K,reference,320,128,True,128,157.13284879245901,False,115,2.3309564382127905,2.8178969504908675,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T500K,evaluation,192,128,True,128,149.39652932110488,False,112,2.463123918552667,3.029381901352784,3,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T500K,within_track,192,128,True,128,99.76889565838647,False,112,2.14145492399475,2.859348955997831,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T510K,dataset,576,128,True,128,143.9809266818705,False,119,2.3164175275713434,2.868219520084138,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T510K,reference,320,128,True,128,142.51069593103765,False,116,2.278891741149536,2.832555287850163,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T510K,evaluation,192,128,True,128,145.86290463343644,False,111,2.3542202665944143,2.898542575430724,2,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T510K,within_track,192,128,True,128,112.48869461334941,False,111,2.1935310148517706,2.736901689144943,2,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T520K,dataset,576,128,True,128,128.49758918704399,False,118,2.310444292042696,2.96621649339259,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T520K,reference,320,128,True,128,147.4843559054319,False,114,2.4456488640171106,2.9881401772585137,3,3,6
gf-visreg-mlp-factor1-s456-0035--projector,T520K,evaluation,192,128,True,128,101.43036787616852,False,113,2.1093387204411553,2.8527878820092476,3,4,6
gf-visreg-mlp-factor1-s456-0035--projector,T520K,within_track,192,128,True,128,73.29912906494381,False,112,1.9482409873786115,2.6817585743120347,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,all,dataset,2880,128,True,128,67.62252770873995,False,128,2.4495853550266498,3.2818103745350315,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,all,reference,1600,128,True,128,65.7392981410193,False,127,2.3688521184121543,3.1765379239383145,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,all,evaluation,960,128,True,128,68.26379304941344,False,128,2.5396609375511314,3.401139309225564,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,all,within_track,960,128,True,128,46.53776771071946,False,128,2.5293058890811944,3.372230304913697,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,dataset,1830,128,True,128,53.64827338629752,False,128,2.6650068046773296,3.738749855678499,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,reference,905,128,True,128,53.03197917003138,False,128,2.665221463595575,3.696131027181936,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,evaluation,686,128,True,128,54.88400258577285,False,128,2.63682424854065,3.7296097297422905,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,noncrystalline,within_track,686,128,True,128,30.894819670505708,False,128,2.5559878366254467,3.6507781824600554,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,dataset,56,128,True,55,53.90004614923225,False,55,2.4607425639310123,3.4527675313746093,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,reference,30,128,True,29,46.81867637291101,False,29,2.507068654643692,3.3608578278033345,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,evaluation,18,128,True,17,56.53279630260254,False,17,2.4094680375140065,3.307961436915043,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,dataset,1645,128,True,128,48.7941373124917,False,128,2.4905750521119945,3.6318660783897583,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,reference,797,128,True,128,46.802697032135356,False,128,2.4272759079167723,3.5425130661299495,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,evaluation,625,128,True,128,51.38303472923969,False,128,2.5524696654294248,3.6952198567138272,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,at_risk_no_onset_12ps,within_track,625,128,True,128,26.63031008413013,False,128,2.4306321727887723,3.5658182887334204,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,dataset,576,128,True,128,49.74371072553978,False,128,2.4392485996840185,3.5248393488478365,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,reference,320,128,True,128,52.62357710035402,False,128,2.6072352028406174,3.6054479610828314,4,5,7
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,evaluation,192,128,True,128,42.1483290615752,False,127,2.1052439521063806,3.1156794851809826,3,4,7
mace-lr1e-05-distance0-s20260923-4096--encoder,T400K,within_track,192,128,True,128,30.058342569509833,False,123,1.9398523837039487,2.8985902775755505,3,4,7
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,dataset,576,128,True,128,62.599584411420516,False,127,2.413141105892963,3.196986192583898,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,reference,320,128,True,128,56.45508202971235,False,124,2.2774488431563067,3.049610783267787,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,evaluation,192,128,True,128,70.7069066581389,False,121,2.5974517186118176,3.3688561112236997,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T450K,within_track,192,128,True,128,55.25084711041258,False,114,2.4470478583363233,3.196778292075816,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,dataset,576,128,True,128,58.669524056546,False,127,2.346232286871502,3.1630222782487722,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,reference,320,128,True,128,53.423951235628465,False,122,2.275578634445214,3.0663506203208932,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,evaluation,192,128,True,128,62.300946402053896,False,120,2.3628907795003973,3.1778989352792713,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T500K,within_track,192,128,True,128,47.087452870496755,False,112,2.176882052915946,2.9871544512553756,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,dataset,576,128,True,128,66.09202897562214,False,127,2.3270937353107284,3.1478393299147904,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,reference,320,128,True,128,67.82685250391829,False,126,2.305688485870128,3.0749801797066425,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,evaluation,192,128,True,128,63.56242882718131,False,119,2.34579350154419,3.162285479757468,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T510K,within_track,192,128,True,128,50.72211918966437,False,112,2.118434639642605,2.8981728035541545,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,dataset,576,128,True,128,66.98160905960644,False,127,2.3105714809650824,3.152867636363841,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,reference,320,128,True,128,60.677385056865305,False,125,2.1922041795853446,3.0013112844852206,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,evaluation,192,128,True,128,69.22798531807616,False,125,2.4771682726992634,3.371658114260641,3,4,6
mace-lr1e-05-distance0-s20260923-4096--encoder,T520K,within_track,192,128,True,128,49.57007681351371,False,119,2.44988009370814,3.3637345082136654,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,all,dataset,2880,128,True,128,66.64413359162607,False,128,2.0407236218052662,2.9906021887013177,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,all,reference,1600,128,True,128,66.0999037854701,False,128,1.9216981190771367,2.812960054536604,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,all,evaluation,960,128,True,128,64.80900620508417,False,128,2.220975749191836,3.2361162587641856,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,all,within_track,960,128,True,128,44.72617708253488,False,128,2.1845653575944164,3.161010369321727,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,dataset,1830,128,True,128,42.01640346222589,False,128,3.6409797317173607,4.731017529594427,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,reference,905,128,True,128,41.64643217090351,False,128,3.5833804786556627,4.62753442996954,5,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,evaluation,686,128,True,128,42.65261578367935,False,128,3.6079901821795866,4.743041473121562,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,noncrystalline,within_track,686,128,True,128,23.77814232687036,False,128,3.39424404775434,4.578149061055294,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,dataset,56,128,True,55,42.184140403816336,False,55,3.3547424934899026,4.341510028495183,4,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,reference,30,128,True,29,38.32327720926719,False,29,3.1414720362009976,3.9848543976103485,4,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,evaluation,18,128,True,17,42.59468341580878,False,17,3.267185317380154,4.188040832216,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,pre_onset_12ps,within_track,18,128,True,17,0.0,True,0,,,,,
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,dataset,1645,128,True,128,38.034562502691905,False,128,3.5273302831730606,4.690064164662558,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,reference,797,128,True,128,36.351409278638435,False,128,3.415744678166346,4.56240497996465,5,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,evaluation,625,128,True,128,40.25539305635434,False,128,3.5979153893599762,4.751068033165513,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,at_risk_no_onset_12ps,within_track,625,128,True,128,20.549394968943794,False,128,3.2732188087332323,4.5216987538440545,5,6,7
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,dataset,576,128,True,128,40.43197987743338,False,128,3.27445900736781,4.343390068490149,5,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,reference,320,128,True,128,45.44089008407106,False,128,3.146005302522339,4.139054029361114,4,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,evaluation,192,128,True,128,32.047369161486465,False,128,2.92701739862226,4.0297938598313365,4,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,T400K,within_track,192,128,True,128,22.699118830072063,False,127,2.7326199771736164,3.821519797476122,4,5,7
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,dataset,576,128,True,128,64.68262497365073,False,128,1.873499024819812,2.737738836133737,3,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,reference,320,128,True,128,60.460555084485506,False,123,1.7410283746090602,2.537682193741475,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,evaluation,192,128,True,128,67.80116406101206,False,122,2.1627274409790322,3.0975849487429734,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T450K,within_track,192,128,True,128,52.95619954497282,False,113,2.0143106667285617,2.874873371232857,3,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,dataset,576,128,True,128,61.86453781808034,False,128,1.8153978634096337,2.676679330216766,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,reference,320,128,True,128,56.55284437230703,False,120,1.755016213772783,2.573300227946689,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,evaluation,192,128,True,128,64.37489499240137,False,118,1.8990175420783502,2.773951371811491,3,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T500K,within_track,192,128,True,128,48.909534639458386,False,110,1.7681626725281514,2.587870697328161,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,dataset,576,128,True,128,67.20828855219027,False,128,1.9160293352881947,2.8271862631705127,3,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,reference,320,128,True,128,68.06249050256149,False,126,1.8846828969389122,2.7378586677270245,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,evaluation,192,128,True,128,63.95073018903749,False,117,1.8905681106997165,2.8054476199443816,4,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T510K,within_track,192,128,True,128,51.95275366007017,False,110,1.7464176291452809,2.555448128954446,3,4,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,dataset,576,128,True,128,66.84174943803185,False,128,1.9599296648063904,2.8742293257216343,3,5,6
mace-lr1e-05-distance0-s20260924-4096--encoder,T520K,reference,320,128,True,128,63.432413619617954,False,126,1.8164140156641513,2.6476703999320343,3,4,6
