source_id,split,validation_role,temperature_K,persistence_frames,grid,eligible,event_centers,positives
918,train,,450.0,9,dense,746,16,"[1, 10, 38, 109, 235, 482]"
919,train,,450.0,3,native,75,16,"[0, 0, 0, 11, 22, 47]"
919,train,,450.0,3,dense,694,16,"[2, 12, 41, 121, 249, 487]"
919,train,,450.0,5,native,77,16,"[0, 0, 0, 9, 20, 45]"
919,train,,450.0,5,dense,726,16,"[2, 10, 37, 115, 243, 480]"
919,train,,450.0,9,native,77,16,"[0, 0, 0, 9, 20, 45]"
919,train,,450.0,9,dense,726,16,"[2, 10, 36, 114, 242, 479]"
920,train,,450.0,3,native,65,16,"[1, 4, 6, 13, 28, 54]"
920,train,,450.0,3,dense,560,16,"[3, 12, 38, 118, 246, 488]"
920,train,,450.0,5,native,65,16,"[1, 4, 6, 13, 26, 53]"
920,train,,450.0,5,dense,564,16,"[3, 12, 39, 111, 238, 483]"
920,train,,450.0,9,native,65,16,"[1, 4, 6, 13, 25, 53]"
920,train,,450.0,9,dense,564,16,"[3, 12, 39, 109, 236, 481]"
921,train,,450.0,3,native,119,16,"[0, 1, 2, 11, 22, 50]"
921,train,,450.0,3,dense,1111,16,"[2, 13, 38, 114, 241, 496]"
921,train,,450.0,5,native,119,16,"[0, 1, 2, 10, 21, 48]"
921,train,,450.0,5,dense,1111,16,"[1, 11, 34, 107, 229, 484]"
921,train,,450.0,9,native,119,16,"[0, 0, 2, 10, 21, 46]"
921,train,,450.0,9,dense,1111,16,"[1, 9, 31, 103, 223, 467]"
922,train,,450.0,3,native,94,14,"[0, 1, 5, 13, 25, 44]"
922,train,,450.0,3,dense,861,14,"[6, 11, 38, 107, 218, 427]"
922,train,,450.0,5,native,94,14,"[0, 0, 5, 12, 24, 43]"
922,train,,450.0,5,dense,861,14,"[6, 9, 34, 102, 213, 423]"
922,train,,450.0,9,native,94,14,"[0, 0, 5, 12, 24, 43]"
922,train,,450.0,9,dense,861,14,"[6, 9, 34, 102, 213, 423]"
923,train,,450.0,3,native,83,16,"[0, 1, 3, 12, 23, 50]"
923,train,,450.0,3,dense,753,16,"[1, 10, 35, 114, 237, 489]"
923,train,,450.0,5,native,84,16,"[0, 1, 3, 13, 23, 49]"
923,train,,450.0,5,dense,768,16,"[1, 10, 35, 114, 237, 485]"
923,train,,450.0,9,native,86,16,"[0, 1, 3, 13, 23, 47]"
923,train,,450.0,9,dense,786,16,"[1, 10, 35, 112, 234, 473]"
924,train,,450.0,3,native,130,15,"[0, 1, 1, 13, 21, 46]"
924,train,,450.0,3,dense,1238,15,"[2, 10, 37, 109, 229, 469]"
924,train,,450.0,5,native,130,15,"[0, 1, 1, 12, 20, 45]"
924,train,,450.0,5,dense,1239,15,"[3, 10, 36, 103, 221, 461]"
924,train,,450.0,9,native,130,15,"[0, 1, 1, 12, 19, 45]"
924,train,,450.0,9,dense,1239,15,"[3, 9, 34, 101, 219, 459]"
925,train,,450.0,3,native,121,15,"[1, 2, 3, 8, 22, 47]"
925,train,,450.0,3,dense,1143,15,"[4, 11, 41, 116, 236, 471]"
925,train,,450.0,5,native,121,15,"[0, 1, 2, 8, 22, 46]"
925,train,,450.0,5,dense,1143,15,"[3, 10, 38, 113, 233, 468]"
925,train,,450.0,9,native,122,15,"[0, 0, 0, 8, 21, 44]"
925,train,,450.0,9,dense,1154,15,"[4, 9, 34, 104, 219, 454]"
926,train,,450.0,3,native,81,16,"[0, 1, 5, 11, 23, 50]"
926,train,,450.0,3,dense,747,16,"[4, 15, 47, 127, 253, 503]"
926,train,,450.0,5,native,81,16,"[0, 1, 5, 11, 23, 50]"
926,train,,450.0,5,dense,747,16,"[4, 15, 47, 127, 253, 503]"
926,train,,450.0,9,native,81,16,"[0, 0, 5, 11, 23, 49]"
926,train,,450.0,9,dense,747,16,"[4, 14, 45, 125, 251, 501]"
927,train,,450.0,3,native,79,16,"[0, 3, 5, 11, 25, 50]"
927,train,,450.0,3,dense,711,16,"[1, 10, 38, 115, 235, 471]"
927,train,,450.0,5,native,80,16,"[0, 3, 5, 11, 26, 50]"
927,train,,450.0,5,dense,715,16,"[1, 9, 38, 113, 231, 471]"
927,train,,450.0,9,native,87,16,"[1, 3, 6, 11, 27, 51]"
927,train,,450.0,9,dense,771,16,"[3, 10, 39, 108, 233, 482]"
928,train,,450.0,3,native,111,14,"[1, 2, 4, 9, 20, 45]"
928,train,,450.0,3,dense,1033,14,"[4, 11, 36, 105, 216, 433]"
928,train,,450.0,5,native,111,14,"[1, 2, 4, 9, 20, 45]"
928,train,,450.0,5,dense,1033,14,"[4, 10, 36, 104, 215, 432]"
928,train,,450.0,9,native,111,14,"[1, 2, 4, 9, 20, 45]"
928,train,,450.0,9,dense,1033,14,"[4, 10, 36, 104, 215, 432]"
929,train,,450.0,3,native,80,14,"[0, 1, 2, 11, 20, 39]"
929,train,,450.0,3,dense,730,14,"[0, 11, 39, 108, 214, 377]"
929,train,,450.0,5,native,83,14,"[0, 0, 1, 11, 18, 39]"
929,train,,450.0,5,dense,771,14,"[0, 8, 33, 98, 207, 392]"
929,train,,450.0,9,native,83,14,"[0, 0, 0, 9, 17, 39]"
929,train,,450.0,9,dense,771,14,"[0, 6, 27, 88, 197, 386]"
930,train,,450.0,3,native,74,16,"[1, 3, 5, 11, 22, 49]"
930,train,,450.0,3,dense,662,16,"[2, 10, 36, 112, 232, 463]"
930,train,,450.0,5,native,75,16,"[1, 3, 4, 11, 22, 48]"
930,train,,450.0,5,dense,669,16,"[1, 8, 34, 108, 226, 458]"
930,train,,450.0,9,native,76,16,"[1, 2, 4, 11, 22, 47]"
930,train,,450.0,9,dense,678,16,"[2, 8, 31, 107, 219, 451]"
931,train,,450.0,3,native,62,16,"[0, 0, 3, 8, 22, 44]"
931,train,,450.0,3,dense,575,16,"[4, 12, 40, 116, 241, 428]"
931,train,,450.0,5,native,64,16,"[1, 1, 5, 10, 23, 45]"
931,train,,450.0,5,dense,592,16,"[4, 11, 39, 118, 244, 426]"
931,train,,450.0,9,native,65,16,"[1, 1, 4, 9, 23, 44]"
931,train,,450.0,9,dense,595,16,"[3, 10, 37, 111, 230, 411]"
932,val,calibration,450.0,3,native,54,16,"[0, 1, 5, 14, 25, 48]"
932,val,calibration,450.0,3,dense,460,16,"[4, 13, 43, 121, 241, 419]"
932,val,calibration,450.0,5,native,54,16,"[0, 1, 5, 14, 25, 48]"
932,val,calibration,450.0,5,dense,460,16,"[3, 12, 41, 119, 239, 419]"
932,val,calibration,450.0,9,native,56,16,"[0, 1, 3, 12, 23, 48]"
932,val,calibration,450.0,9,dense,491,16,"[3, 12, 39, 117, 243, 436]"
933,val,calibration,450.0,3,native,105,16,"[0, 1, 5, 11, 26, 49]"
933,val,calibration,450.0,3,dense,992,16,"[4, 13, 39, 113, 237, 491]"
933,val,calibration,450.0,5,native,116,15,"[0, 1, 5, 9, 23, 45]"
933,val,calibration,450.0,5,dense,1093,15,"[4, 10, 31, 100, 214, 451]"
933,val,calibration,450.0,9,native,116,15,"[0, 1, 5, 9, 23, 45]"
933,val,calibration,450.0,9,dense,1093,15,"[4, 10, 31, 100, 212, 449]"
934,val,calibration,450.0,3,native,82,16,"[0, 1, 8, 14, 29, 53]"
934,val,calibration,450.0,3,dense,723,16,"[5, 13, 43, 120, 247, 498]"
934,val,calibration,450.0,5,native,84,16,"[0, 1, 8, 14, 28, 53]"
934,val,calibration,450.0,5,dense,743,16,"[5, 14, 44, 122, 248, 496]"
934,val,calibration,450.0,9,native,84,16,"[0, 1, 7, 13, 26, 51]"
934,val,calibration,450.0,9,dense,745,16,"[5, 12, 40, 114, 233, 481]"
935,val,selection,450.0,3,native,122,16,"[0, 2, 4, 11, 23, 46]"
935,val,selection,450.0,3,dense,1167,16,"[3, 13, 42, 114, 233, 472]"
935,val,selection,450.0,5,native,130,16,"[0, 1, 4, 11, 24, 48]"
935,val,selection,450.0,5,dense,1245,16,"[4, 11, 38, 115, 242, 497]"
935,val,selection,450.0,9,native,130,16,"[0, 1, 4, 10, 24, 47]"
935,val,selection,450.0,9,dense,1245,16,"[4, 11, 38, 111, 236, 491]"
936,val,selection,450.0,3,native,153,12,"[0, 0, 4, 10, 20, 36]"
936,val,selection,450.0,3,dense,1421,12,"[3, 7, 29, 87, 183, 365]"
936,val,selection,450.0,5,native,154,12,"[0, 0, 2, 9, 17, 35]"
936,val,selection,450.0,5,dense,1432,12,"[3, 6, 25, 80, 165, 347]"
936,val,selection,450.0,9,native,164,11,"[0, 0, 1, 7, 15, 32]"
936,val,selection,450.0,9,dense,1530,11,"[2, 6, 22, 72, 156, 320]"
937,val,selection,450.0,3,native,109,16,"[0, 2, 6, 11, 24, 48]"
937,val,selection,450.0,3,dense,1005,16,"[1, 11, 35, 105, 224, 461]"
937,val,selection,450.0,5,native,117,16,"[0, 0, 5, 9, 22, 47]"
937,val,selection,450.0,5,dense,1074,16,"[1, 6, 25, 87, 203, 436]"
937,val,selection,450.0,9,native,118,16,"[0, 0, 5, 9, 23, 46]"
937,val,selection,450.0,9,dense,1075,16,"[1, 6, 25, 80, 193, 426]"
938,test,,450.0,3,native,95,15,"[0, 0, 2, 11, 24, 45]"
938,test,,450.0,3,dense,875,15,"[1, 11, 40, 115, 234, 447]"
938,test,,450.0,5,native,105,15,"[0, 0, 2, 10, 20, 44]"
938,test,,450.0,5,dense,985,15,"[1, 7, 31, 106, 220, 438]"
938,test,,450.0,9,native,105,15,"[0, 0, 2, 8, 18, 43]"
938,test,,450.0,9,dense,986,15,"[0, 6, 26, 96, 214, 432]"
939,test,,450.0,3,native,69,16,"[1, 2, 6, 12, 25, 50]"
939,test,,450.0,3,dense,605,16,"[2, 11, 42, 114, 232, 464]"
939,test,,450.0,5,native,84,15,"[1, 2, 6, 11, 24, 49]"
939,test,,450.0,5,dense,748,15,"[1, 10, 39, 110, 228, 460]"
939,test,,450.0,9,native,84,15,"[1, 2, 6, 11, 24, 49]"
939,test,,450.0,9,dense,748,15,"[1, 10, 39, 110, 228, 460]"
940,test,,450.0,3,native,95,16,"[0, 1, 4, 13, 22, 49]"
940,test,,450.0,3,dense,874,16,"[2, 11, 41, 118, 241, 474]"
940,test,,450.0,5,native,95,16,"[0, 1, 3, 13, 21, 49]"
940,test,,450.0,5,dense,875,16,"[2, 10, 39, 115, 240, 475]"
940,test,,450.0,9,native,96,16,"[0, 1, 2, 11, 20, 48]"
940,test,,450.0,9,dense,890,16,"[1, 8, 33, 106, 228, 464]"
941,test,,450.0,3,native,118,16,"[0, 2, 4, 12, 27, 51]"
941,test,,450.0,3,dense,1096,16,"[5, 15, 41, 118, 244, 487]"
941,test,,450.0,5,native,123,15,"[0, 1, 4, 10, 25, 48]"
941,test,,450.0,5,dense,1142,15,"[5, 12, 35, 104, 218, 447]"
941,test,,450.0,9,native,123,15,"[0, 1, 3, 9, 24, 47]"
941,test,,450.0,9,dense,1144,15,"[3, 10, 32, 97, 211, 445]"
942,test,,450.0,3,native,87,16,"[1, 1, 3, 10, 23, 49]"
942,test,,450.0,3,dense,812,16,"[5, 15, 46, 126, 253, 498]"
942,test,,450.0,5,native,88,16,"[1, 1, 3, 10, 23, 48]"
942,test,,450.0,5,dense,825,16,"[6, 13, 44, 122, 247, 502]"
942,test,,450.0,9,native,89,16,"[1, 1, 2, 10, 23, 46]"
942,test,,450.0,9,dense,832,16,"[8, 13, 41, 112, 234, 487]"
943,test,,450.0,3,native,90,14,"[0, 0, 4, 12, 22, 43]"
943,test,,450.0,3,dense,818,14,"[2, 10, 36, 101, 203, 402]"
943,test,,450.0,5,native,95,15,"[0, 0, 4, 12, 22, 46]"
943,test,,450.0,5,dense,867,15,"[2, 10, 36, 106, 216, 431]"
943,test,,450.0,9,native,97,15,"[0, 0, 4, 11, 22, 45]"
943,test,,450.0,9,dense,887,15,"[2, 10, 36, 101, 204, 419]"
944,train,,500.0,3,native,152,15,"[0, 1, 3, 13, 23, 45]"
944,train,,500.0,3,dense,1432,15,"[7, 14, 42, 112, 224, 455]"
944,train,,500.0,5,native,152,14,"[0, 1, 3, 13, 22, 44]"
944,train,,500.0,5,dense,1432,14,"[6, 12, 39, 109, 221, 445]"
944,train,,500.0,9,native,152,14,"[0, 1, 3, 13, 22, 44]"
944,train,,500.0,9,dense,1432,14,"[6, 12, 39, 109, 221, 445]"
945,train,,500.0,3,native,94,15,"[0, 0, 3, 12, 23, 46]"
945,train,,500.0,3,dense,868,15,"[3, 10, 37, 111, 231, 463]"
945,train,,500.0,5,native,95,15,"[0, 0, 3, 11, 23, 47]"
945,train,,500.0,5,dense,871,15,"[3, 9, 35, 106, 226, 458]"
945,train,,500.0,9,native,96,15,"[0, 0, 3, 10, 21, 46]"
945,train,,500.0,9,dense,875,15,"[3, 8, 30, 91, 206, 438]"
946,train,,500.0,3,native,91,16,"[0, 2, 7, 13, 27, 50]"
946,train,,500.0,3,dense,816,16,"[1, 9, 37, 116, 243, 498]"
946,train,,500.0,5,native,91,16,"[0, 2, 7, 13, 27, 50]"
946,train,,500.0,5,dense,816,16,"[1, 9, 37, 116, 243, 498]"
946,train,,500.0,9,native,92,16,"[0, 2, 6, 13, 24, 47]"
946,train,,500.0,9,dense,828,16,"[2, 11, 35, 103, 218, 467]"
947,train,,500.0,3,native,78,15,"[1, 2, 3, 13, 23, 47]"
947,train,,500.0,3,dense,695,15,"[2, 10, 39, 113, 233, 442]"
947,train,,500.0,5,native,78,15,"[1, 2, 3, 11, 23, 46]"
947,train,,500.0,5,dense,698,15,"[2, 12, 39, 109, 227, 436]"
947,train,,500.0,9,native,78,15,"[1, 2, 3, 11, 23, 45]"
947,train,,500.0,9,dense,699,15,"[2, 12, 38, 107, 225, 434]"
948,train,,500.0,3,native,67,16,"[0, 1, 5, 14, 28, 53]"
948,train,,500.0,3,dense,581,16,"[1, 11, 42, 122, 248, 503]"
948,train,,500.0,5,native,68,16,"[0, 2, 5, 14, 28, 53]"
948,train,,500.0,5,dense,583,16,"[1, 11, 41, 116, 240, 495]"
948,train,,500.0,9,native,68,16,"[0, 2, 5, 14, 27, 52]"
948,train,,500.0,9,dense,584,16,"[2, 12, 40, 110, 234, 488]"
949,train,,500.0,3,native,70,16,"[1, 1, 3, 12, 24, 45]"
949,train,,500.0,3,dense,637,16,"[4, 13, 41, 119, 242, 432]"
949,train,,500.0,5,native,70,16,"[1, 1, 3, 11, 24, 44]"
949,train,,500.0,5,dense,639,16,"[5, 12, 39, 112, 235, 431]"
949,train,,500.0,9,native,71,16,"[1, 1, 2, 10, 22, 43]"
949,train,,500.0,9,dense,643,16,"[4, 9, 31, 98, 214, 407]"
950,train,,500.0,3,native,173,13,"[1, 2, 4, 11, 22, 41]"
950,train,,500.0,3,dense,1644,13,"[2, 8, 31, 96, 199, 407]"
950,train,,500.0,5,native,173,13,"[0, 1, 2, 11, 21, 40]"
950,train,,500.0,5,dense,1645,13,"[1, 6, 28, 90, 193, 400]"
950,train,,500.0,9,native,177,12,"[0, 1, 2, 10, 18, 38]"
950,train,,500.0,9,dense,1694,12,"[1, 5, 21, 76, 171, 362]"
951,train,,500.0,3,native,61,16,"[0, 1, 3, 10, 19, 46]"
951,train,,500.0,3,dense,553,16,"[4, 11, 37, 106, 223, 441]"
951,train,,500.0,5,native,69,16,"[0, 1, 3, 9, 21, 47]"
951,train,,500.0,5,dense,632,16,"[5, 10, 35, 104, 222, 437]"
951,train,,500.0,9,native,69,16,"[0, 1, 3, 9, 21, 46]"
951,train,,500.0,9,dense,632,16,"[4, 9, 31, 98, 216, 435]"
952,train,,500.0,3,native,63,15,"[1, 2, 6, 12, 24, 48]"
952,train,,500.0,3,dense,558,15,"[7, 14, 44, 118, 238, 465]"
952,train,,500.0,5,native,67,16,"[1, 2, 6, 12, 24, 50]"
952,train,,500.0,5,dense,606,16,"[6, 14, 43, 123, 249, 492]"
952,train,,500.0,9,native,69,16,"[0, 1, 4, 11, 22, 48]"
952,train,,500.0,9,dense,636,16,"[4, 13, 42, 118, 243, 486]"
953,train,,500.0,3,native,70,16,"[1, 2, 4, 11, 24, 50]"
953,train,,500.0,3,dense,630,16,"[3, 14, 44, 122, 248, 497]"
953,train,,500.0,5,native,70,16,"[1, 1, 3, 11, 23, 49]"
953,train,,500.0,5,dense,631,16,"[2, 11, 39, 115, 241, 491]"
953,train,,500.0,9,native,70,16,"[1, 1, 3, 11, 23, 49]"
953,train,,500.0,9,dense,631,16,"[2, 11, 39, 115, 241, 491]"
954,train,,500.0,3,native,250,15,"[0, 2, 3, 9, 20, 45]"
954,train,,500.0,3,dense,2383,15,"[2, 7, 23, 68, 171, 411]"
954,train,,500.0,5,native,250,15,"[0, 2, 3, 9, 19, 45]"
954,train,,500.0,5,dense,2383,15,"[2, 5, 18, 63, 162, 402]"
954,train,,500.0,9,native,250,14,"[0, 2, 3, 9, 18, 43]"
954,train,,500.0,9,dense,2383,14,"[2, 5, 18, 63, 161, 385]"
955,train,,500.0,3,native,53,14,"[0, 0, 6, 13, 23, 34]"
955,train,,500.0,3,dense,445,14,"[3, 11, 36, 106, 207, 283]"
955,train,,500.0,5,native,53,14,"[0, 0, 6, 12, 23, 34]"
955,train,,500.0,5,dense,445,14,"[3, 10, 34, 104, 205, 283]"
955,train,,500.0,9,native,53,14,"[0, 0, 5, 12, 22, 34]"
955,train,,500.0,9,dense,445,14,"[1, 8, 31, 101, 202, 282]"
956,train,,500.0,3,native,157,16,"[0, 1, 5, 13, 26, 51]"
956,train,,500.0,3,dense,1504,16,"[4, 14, 44, 124, 251, 506]"
956,train,,500.0,5,native,157,16,"[0, 1, 4, 12, 25, 49]"
956,train,,500.0,5,dense,1505,16,"[3, 12, 37, 114, 241, 496]"
956,train,,500.0,9,native,161,15,"[0, 1, 3, 10, 23, 44]"
956,train,,500.0,9,dense,1549,15,"[2, 9, 28, 99, 218, 457]"
957,train,,500.0,3,native,62,16,"[0, 1, 4, 8, 20, 47]"
957,train,,500.0,3,dense,565,16,"[5, 13, 41, 113, 234, 463]"
957,train,,500.0,5,native,62,16,"[0, 1, 4, 7, 19, 47]"
957,train,,500.0,5,dense,565,16,"[4, 11, 39, 111, 231, 460]"
957,train,,500.0,9,native,62,16,"[0, 1, 4, 7, 18, 46]"
957,train,,500.0,9,dense,565,16,"[4, 10, 36, 103, 223, 452]"
958,train,,500.0,3,native,84,16,"[0, 0, 0, 11, 22, 43]"
958,train,,500.0,3,dense,775,16,"[2, 11, 37, 111, 229, 435]"
958,train,,500.0,5,native,84,15,"[0, 0, 0, 10, 19, 41]"
958,train,,500.0,5,dense,778,15,"[1, 8, 25, 97, 215, 416]"
958,train,,500.0,9,native,84,15,"[0, 0, 0, 9, 18, 40]"
958,train,,500.0,9,dense,778,15,"[1, 7, 23, 88, 202, 403]"
959,train,,500.0,3,native,49,16,"[1, 1, 5, 13, 26, 47]"
959,train,,500.0,3,dense,396,16,"[2, 10, 36, 110, 226, 386]"
959,train,,500.0,5,native,49,16,"[1, 1, 3, 12, 26, 47]"
959,train,,500.0,5,dense,396,16,"[2, 9, 31, 105, 221, 385]"
959,train,,500.0,9,native,49,16,"[1, 1, 3, 11, 22, 45]"
959,train,,500.0,9,dense,410,16,"[1, 9, 30, 99, 216, 383]"
960,train,,500.0,3,native,71,16,"[0, 2, 3, 11, 26, 49]"
960,train,,500.0,3,dense,644,16,"[4, 13, 44, 122, 249, 497]"
960,train,,500.0,5,native,71,16,"[0, 2, 3, 11, 26, 49]"
960,train,,500.0,5,dense,644,16,"[4, 13, 44, 122, 249, 497]"
960,train,,500.0,9,native,71,16,"[0, 2, 3, 10, 25, 49]"
960,train,,500.0,9,dense,644,16,"[4, 12, 41, 119, 246, 494]"
961,train,,500.0,3,native,52,16,"[0, 1, 3, 14, 26, 47]"
961,train,,500.0,3,dense,442,16,"[2, 12, 41, 121, 247, 418]"
961,train,,500.0,5,native,53,16,"[0, 2, 4, 14, 25, 48]"
961,train,,500.0,5,dense,445,16,"[2, 12, 39, 116, 242, 416]"
961,train,,500.0,9,native,56,16,"[0, 3, 4, 13, 23, 46]"
961,train,,500.0,9,dense,478,16,"[2, 11, 35, 112, 235, 402]"
962,val,calibration,500.0,3,native,112,16,"[1, 1, 4, 11, 25, 49]"
962,val,calibration,500.0,3,dense,1043,16,"[4, 12, 40, 120, 240, 479]"
962,val,calibration,500.0,5,native,115,16,"[1, 1, 4, 12, 26, 51]"
962,val,calibration,500.0,5,dense,1076,16,"[4, 12, 40, 120, 247, 502]"
962,val,calibration,500.0,9,native,115,16,"[1, 1, 4, 12, 25, 50]"
962,val,calibration,500.0,9,dense,1076,16,"[4, 10, 36, 112, 239, 494]"
963,val,selection,500.0,3,native,36,16,"[0, 2, 3, 10, 22, 34]"
963,val,selection,500.0,3,dense,297,16,"[1, 12, 40, 118, 219, 285]"
963,val,selection,500.0,5,native,36,16,"[0, 2, 3, 10, 20, 34]"
963,val,selection,500.0,5,dense,298,16,"[1, 11, 35, 112, 214, 283]"
963,val,selection,500.0,9,native,39,16,"[0, 2, 4, 10, 20, 33]"
963,val,selection,500.0,9,dense,322,16,"[1, 11, 36, 114, 213, 280]"
964,val,calibration,500.0,3,native,117,14,"[0, 1, 2, 10, 23, 43]"
964,val,calibration,500.0,3,dense,1091,14,"[3, 13, 41, 111, 223, 447]"
964,val,calibration,500.0,5,native,117,14,"[0, 1, 2, 9, 22, 43]"
964,val,calibration,500.0,5,dense,1092,14,"[3, 12, 39, 106, 218, 442]"
964,val,calibration,500.0,9,native,125,12,"[0, 1, 2, 7, 18, 37]"
964,val,calibration,500.0,9,dense,1168,13,"[3, 10, 33, 90, 186, 384]"
965,val,selection,500.0,3,native,93,15,"[0, 1, 5, 11, 24, 47]"
965,val,selection,500.0,3,dense,845,15,"[3, 8, 36, 111, 227, 445]"
965,val,selection,500.0,5,native,99,15,"[0, 0, 5, 10, 22, 46]"
965,val,selection,500.0,5,dense,913,15,"[3, 7, 32, 104, 220, 439]"
965,val,selection,500.0,9,native,107,15,"[0, 0, 4, 9, 20, 43]"
965,val,selection,500.0,9,dense,988,15,"[2, 6, 28, 91, 205, 425]"
966,val,calibration,500.0,3,native,69,15,"[0, 0, 4, 12, 23, 42]"
966,val,calibration,500.0,3,dense,608,15,"[3, 9, 36, 109, 228, 403]"
966,val,calibration,500.0,5,native,70,15,"[0, 0, 3, 11, 23, 39]"
966,val,calibration,500.0,5,dense,622,15,"[3, 9, 32, 105, 222, 391]"
966,val,calibration,500.0,9,native,80,14,"[0, 0, 2, 10, 21, 36]"
966,val,calibration,500.0,9,dense,711,14,"[4, 9, 28, 87, 195, 354]"
967,val,selection,500.0,3,native,157,15,"[0, 0, 2, 10, 22, 46]"
967,val,selection,500.0,3,dense,1485,15,"[3, 9, 31, 101, 218, 457]"
967,val,selection,500.0,5,native,166,14,"[0, 0, 3, 7, 19, 42]"
967,val,selection,500.0,5,dense,1568,14,"[3, 6, 26, 92, 199, 422]"
967,val,selection,500.0,9,native,166,14,"[0, 0, 1, 6, 15, 36]"
967,val,selection,500.0,9,dense,1571,14,"[2, 4, 18, 70, 160, 370]"
968,test,,500.0,3,native,237,16,"[0, 1, 3, 12, 25, 50]"
968,test,,500.0,3,dense,2274,16,"[2, 7, 27, 99, 227, 483]"
968,test,,500.0,5,native,237,16,"[0, 0, 2, 12, 25, 49]"
968,test,,500.0,5,dense,2274,16,"[2, 5, 24, 96, 224, 480]"
968,test,,500.0,9,native,237,16,"[0, 0, 1, 12, 24, 49]"
968,test,,500.0,9,dense,2274,16,"[1, 4, 20, 89, 217, 473]"
969,test,,500.0,3,native,177,16,"[0, 1, 3, 12, 23, 50]"
969,test,,500.0,3,dense,1706,16,"[0, 13, 43, 123, 251, 507]"
969,test,,500.0,5,native,177,16,"[0, 1, 3, 11, 22, 48]"
969,test,,500.0,5,dense,1709,16,"[0, 13, 42, 117, 238, 493]"
969,test,,500.0,9,native,177,16,"[0, 1, 2, 8, 22, 47]"
969,test,,500.0,9,dense,1709,16,"[0, 9, 34, 109, 230, 485]"
970,test,,500.0,3,native,87,15,"[2, 4, 6, 12, 23, 50]"
970,test,,500.0,3,dense,781,15,"[3, 10, 40, 115, 234, 459]"
970,test,,500.0,5,native,87,15,"[2, 3, 6, 11, 23, 49]"
970,test,,500.0,5,dense,783,15,"[3, 9, 36, 109, 228, 454]"
970,test,,500.0,9,native,87,15,"[2, 3, 6, 11, 22, 49]"
970,test,,500.0,9,dense,783,15,"[3, 8, 34, 106, 224, 450]"
971,test,,500.0,3,native,130,15,"[0, 0, 2, 9, 20, 42]"
971,test,,500.0,3,dense,1242,15,"[1, 6, 28, 93, 195, 416]"
971,test,,500.0,5,native,132,15,"[0, 0, 3, 8, 18, 41]"
971,test,,500.0,5,dense,1260,15,"[2, 5, 24, 85, 184, 404]"
971,test,,500.0,9,native,132,15,"[0, 0, 2, 7, 17, 40]"
971,test,,500.0,9,dense,1262,15,"[2, 5, 20, 77, 172, 392]"
972,test,,500.0,3,native,188,15,"[0, 2, 4, 10, 22, 44]"
972,test,,500.0,3,dense,1805,15,"[0, 5, 28, 93, 204, 440]"
972,test,,500.0,5,native,191,13,"[0, 1, 3, 8, 18, 39]"
972,test,,500.0,5,dense,1825,13,"[0, 4, 22, 81, 178, 384]"
972,test,,500.0,9,native,191,13,"[0, 1, 2, 7, 15, 38]"
972,test,,500.0,9,dense,1826,13,"[0, 2, 16, 66, 157, 363]"
973,test,,500.0,3,native,252,1,"[0, 0, 0, 0, 1, 3]"
973,test,,500.0,3,dense,2385,1,"[0, 1, 2, 7, 15, 31]"
973,test,,500.0,5,native,255,0,"[0, 0, 0, 0, 0, 0]"
973,test,,500.0,5,dense,2411,0,"[0, 0, 0, 0, 0, 0]"
973,test,,500.0,9,native,255,0,"[0, 0, 0, 0, 0, 0]"
973,test,,500.0,9,dense,2411,0,"[0, 0, 0, 0, 0, 0]"
974,train,,510.0,3,native,64,15,"[0, 2, 5, 12, 26, 44]"
974,train,,510.0,3,dense,547,15,"[0, 11, 37, 110, 224, 376]"
974,train,,510.0,5,native,64,15,"[0, 2, 5, 11, 25, 44]"
974,train,,510.0,5,dense,549,15,"[0, 9, 35, 106, 219, 378]"
974,train,,510.0,9,native,78,14,"[0, 2, 4, 10, 23, 42]"
974,train,,510.0,9,dense,682,14,"[0, 8, 31, 97, 204, 363]"
975,train,,510.0,3,native,134,14,"[0, 1, 4, 12, 22, 44]"
975,train,,510.0,3,dense,1263,14,"[3, 13, 41, 111, 222, 445]"
975,train,,510.0,5,native,134,14,"[0, 1, 4, 12, 22, 44]"
975,train,,510.0,5,dense,1263,14,"[3, 13, 41, 111, 222, 445]"
975,train,,510.0,9,native,134,14,"[0, 1, 4, 11, 22, 44]"
975,train,,510.0,9,dense,1263,14,"[3, 12, 38, 107, 218, 441]"
976,train,,510.0,3,native,124,15,"[0, 0, 5, 12, 24, 45]"
976,train,,510.0,3,dense,1158,15,"[3, 10, 36, 105, 215, 443]"
976,train,,510.0,5,native,127,15,"[0, 0, 6, 13, 25, 44]"
976,train,,510.0,5,dense,1180,15,"[3, 8, 32, 98, 208, 431]"
976,train,,510.0,9,native,127,15,"[0, 0, 5, 13, 25, 44]"
976,train,,510.0,9,dense,1180,15,"[2, 7, 29, 95, 205, 428]"
977,train,,510.0,3,native,32,16,"[1, 3, 5, 11, 24, 32]"
977,train,,510.0,3,dense,243,16,"[5, 14, 44, 117, 207, 243]"
977,train,,510.0,5,native,32,16,"[1, 3, 5, 10, 24, 32]"
977,train,,510.0,5,dense,243,16,"[5, 13, 43, 116, 206, 243]"
977,train,,510.0,9,native,32,16,"[1, 2, 4, 9, 24, 32]"
977,train,,510.0,9,dense,245,16,"[5, 12, 42, 117, 208, 245]"
978,train,,510.0,3,native,209,15,"[1, 2, 4, 10, 24, 47]"
